Month,Year,Product,Volume,FOB_value_000,"Avg_FOB
"
Aug,2019.00,Coconut Flour,152.00,160.46,1056.00
Sept,2019.00,Coconut Flour,117.00,109.83,939.00
Oct,2019.00,Coconut Flour,133.00,182.38,1371.00
Nov,2019.00,Coconut Flour,127.00,144.88,1141.00
Dec,2019.00,Coconut Flour,173.00,163.81,947.00
Jan,2020.00,Coconut Flour,139.00,166.63,1195.00
Feb,2020.00,Coconut Flour,157.00,191.46,1220.00
Mar,2020.00,Coconut Flour,139.00,166.68,1199.00
Apr,2020.00,Coconut Flour,141.00,145.09,1029.00
May,2020.00,Coconut Flour,166.00,176.61,1064.00
Jun,2020.00,Coconut Flour,379.00,399.45,1054.00
Jul,2020.00,Coconut Flour,431.00,488.66,1134.00
Aug,2020.00,Coconut Flour,490.00,569.19,1162.00
Sept,2020.00,Coconut Flour,472.00,545.93,1157.00
Oct,2020.00,Coconut Flour,414.00,510.56,1233.00
Nov,2020.00,Coconut Flour,352.00,421.79,1198.00
Dec,2020.00,Coconut Flour,350.00,436.59,1247.00
Jan,2021.00,Coconut Flour,171.00,224.22,1311.00
Feb,2021.00,Coconut Flour,254.00,319.97,1260.00
Mar,2021.00,Coconut Flour,511.00,642.20,1257.00
Apr,2021.00,Coconut Flour,259.00,365.41,1411.00
May,2021.00,Coconut Flour,390.00,509.07,1305.00
Jun,2021.00,Coconut Flour,440.00,527.10,1198.00
Jul,2021.00,Coconut Flour,500.00,634.79,1270.00
Aug,2021.00,Coconut Flour,329.00,381.20,1159.00
Sept,2021.00,Coconut Flour,214.00,279.92,1308.00
Oct,2021.00,Coconut Flour,288.00,387.29,1345.00
Nov,2021.00,Coconut Flour,326.00,365.03,1120.00
Dec,2021.00,Coconut Flour,360.00,385.54,1071.00
Jan,2022.00,Coconut Flour,134.00,169.99,1269.00
Feb,2022.00,Coconut Flour,295.00,279.73,948.00
Mar,2022.00,Coconut Flour,202.00,189.53,938.00
Apr,2022.00,Coconut Flour,248.00,205.58,829.00
May,2022.00,Coconut Flour,277.00,226.97,819.00
Jun,2022.00,Coconut Flour,434.00,432.88,997.00
Jul,2022.00,Coconut Flour,272.00,249.38,917.00
Aug,2022.00,Coconut Flour,191.00,227.55,1191.00
Sept,2022.00,Coconut Flour,230.00,278.75,1212.00
Oct,2022.00,Coconut Flour,240.00,243.84,1016.00
Nov,2022.00,Coconut Flour,218.00,206.72,948.00
Dec,2022.00,Coconut Flour,314.00,286.48,912.00
Jan,2023.00,Coconut Flour,163.00,145.58,893.00
Feb,2023.00,Coconut Flour,226.00,190.85,845.00
Mar,2023.00,Coconut Flour,182.00,154.81,850.00
Apr,2023.00,Coconut Flour,147.00,101.41,688.00
May,2023.00,Coconut Flour,429.00,354.78,827.00
Jun,2023.00,Coconut Flour,251.00,217.35,867.00
Jul,2023.00,Coconut Flour,377.00,353.64,938.00
Aug,2023.00,Coconut Flour,338.00,335.05,992.00
Sept,2023.00,Coconut Flour,413.00,344.25,834.00
Oct,2023.00,Coconut Flour,416.00,328.99,792.00
Nov,2023.00,Coconut Flour,317.00,259.16,818.00
Dec,2023.00,Coconut Flour,335.00,314.08,936.00
Jan,2024.00,Coconut Flour,187.00,211.37,1132.00
Feb,2024.00,Coconut Flour,338.00,282.76,836.00
Mar,2024.00,Coconut Flour,342.00,298.82,874.00
Apr,2024.00,Coconut Flour,327.00,291.85,893.00
May,2024.00,Coconut Flour,385.00,379.35,985.00
Jun,2024.00,Coconut Flour,450.00,381.68,848.00
Jul,2024.00,Coconut Flour,387.00,398.11,1028.00
Aug,2024.00,Coconut Flour,395.00,377.97,957.00
Sept,2024.00,Coconut Flour,309.00,302.29,978.00
Oct,2024.00,Coconut Flour,264.00,286.08,1082.00
Nov,2024.00,Coconut Flour,227.00,282.37,1246.00
Dec,2024.00,Coconut Flour,316.00,358.48,1133.00
